data_concerto,ora_concerto,nome_ambiente,indirizzo_ambiente,nome_citta,cap_citta,gruppo
2018-07-15,20:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Micaela Stark
2017-08-21,19:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Lilyan Bins
2021-02-28,23:30:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Blaise Bradtke
2022-04-07,21:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Tate Denesik
2018-12-11,20:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Neoma Gusikowski
2024-01-11,22:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Shanelle Beier
2016-04-30,21:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Lilyan Bins
2016-02-20,19:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Freeda Corkery
2022-12-04,22:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Maximilian Rice
2025-05-25,20:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Torrance Baumbach
2016-04-12,23:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Kurt Harvey
2024-11-04,22:30:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Vincenza Quigley
2022-04-26,21:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Dessie Daugherty
2021-04-10,22:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Maureen Macejkovic
2023-01-15,19:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Amelia Cruickshank
2016-01-15,22:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Zane Bode
2017-09-10,21:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Dessie Daugherty
2015-09-04,20:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Amelia Cruickshank
2016-12-24,20:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Braeden Mayert
2022-02-17,22:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Isabella Towne
2018-10-09,23:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Alda Boehm
2019-06-25,22:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Olga Goldner
2023-06-18,22:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Bernadette Stark
2025-07-21,18:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Kurt Harvey
2022-09-24,22:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Vincenza Quigley
2019-11-14,18:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Isabella Towne
2019-08-19,21:30:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Tressa Johns
2022-02-16,20:00:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Bernadette Stark
2024-03-14,20:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Billy Anderson
2024-09-13,23:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Gwen Turcotte
2023-11-26,18:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Patrick Rutherford
2023-06-21,22:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Patrick Rutherford
2018-04-24,21:00:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Harmon Walter
2024-07-07,21:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Tate Denesik
2023-10-15,23:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Shanelle Beier
2022-08-22,19:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Braeden Mayert
2019-07-27,18:00:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Zane Bode
2021-04-05,18:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Maximilian Rice
2018-06-24,19:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Omer Berge
2021-07-23,19:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Beau Gibson
2020-03-19,20:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Tate Denesik
2024-11-17,20:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Hollie Feil
2023-08-23,23:30:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Sven McKenzie
2024-10-28,18:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Lance Marquardt
2015-09-19,22:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Maureen Macejkovic
2017-05-29,21:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Blaise Bradtke
2020-03-19,19:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Beau Gibson
2016-04-07,20:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Kurt Harvey
2020-08-07,20:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Maureen Macejkovic
2020-03-20,20:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Kurt Harvey
2022-02-14,22:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Micaela Stark
2018-05-05,23:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Vincenza Quigley
2020-08-17,21:30:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Micaela Stark
2025-04-19,20:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Neoma Gusikowski
2022-11-10,23:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Veronica Miller
2025-05-14,20:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Gwen Turcotte
2023-12-28,21:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Gwen Turcotte
2019-09-30,19:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Shanelle Beier
2022-12-09,21:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Maximilian Rice
2022-12-19,22:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Antone Ortiz
2016-09-14,19:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Alexandra Yundt
2018-09-18,22:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Kurt Harvey
2019-03-21,22:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Bernadette Stark
2016-12-19,23:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Elliot Mertz
2017-08-16,18:30:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Lance Marquardt
2019-11-27,20:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Keira Wisozk
2019-11-28,19:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Neoma Gusikowski
2025-01-11,18:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Freeda Corkery
2024-09-03,21:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Micaela Stark
2022-01-24,19:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Lance Marquardt
2019-04-20,18:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Harmon Walter
2016-06-21,21:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Neoma Gusikowski
2023-10-25,20:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Veronica Miller
2025-03-24,18:00:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Zane Bode
2020-05-14,18:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Patrick Rutherford
2015-09-19,22:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Lexus Cole
2017-07-10,22:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Harmon Walter
2019-06-23,19:00:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Bernadette Stark
2020-08-09,19:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Harmon Walter
2018-08-01,18:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Omer Berge
2023-08-02,18:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Omer Berge
2024-12-05,21:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Bernadette Stark
2023-04-13,23:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Vincenza Quigley
2015-10-18,18:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Billy Anderson
2024-12-06,22:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Hollie Feil
2025-06-25,20:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Beau Gibson
2025-06-23,23:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Blaise Bradtke
2024-04-03,23:30:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Omer Berge
2024-02-22,21:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Vincenza Quigley
2021-06-01,23:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Tressa Johns
2016-01-25,22:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Rose Herzog
2020-04-13,22:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Tressa Johns
2022-02-25,18:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Amelia Cruickshank
2016-09-19,22:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Keira Wisozk
2025-01-07,20:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Dessie Daugherty
2016-10-17,22:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Melvina Welch
2025-02-07,21:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Keira Wisozk
2025-03-17,18:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Melvina Welch
2022-05-09,23:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Olga Goldner
2024-02-22,21:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Neoma Gusikowski
2018-07-04,20:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Zane Bode
2018-08-17,19:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Maureen Macejkovic
2019-09-21,23:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Zane Bode
2017-12-18,21:30:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Beau Gibson
2015-10-28,20:00:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Veronica Miller
2021-05-25,18:00:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Virginia Sauer
2025-05-16,21:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Omer Berge
2016-11-25,21:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Micaela Stark
2018-03-28,20:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Turner Lebsack
2017-11-30,22:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Freeda Corkery
2020-07-31,18:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Keira Wisozk
2025-03-11,22:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Gwen Turcotte
2023-02-10,21:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Sabryna Abbott
2019-06-07,21:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Elliot Mertz
2020-12-05,19:00:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Francesco Macejkovic
2018-05-14,19:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Lilyan Bins
2019-06-30,21:30:00,theirs Arena,"1217 East Millston, Detroit, Indiana 28414",Louisville/Jefferson,67793,Turner Lebsack
2022-05-22,19:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Okey Dietrich
2022-01-06,22:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Alda Boehm
2015-08-30,19:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Blaise Bradtke
2022-02-04,21:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Beau Gibson
2023-08-11,22:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Kurt Harvey
2018-11-14,23:00:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Omer Berge
2018-02-17,23:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Anita Rippin
2021-07-01,21:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Alda Boehm
2019-01-26,23:30:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Forest Bins
2015-11-22,19:30:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Vallie Hayes
2024-11-12,22:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Lance Marquardt
2017-05-06,23:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Rose Herzog
2023-04-04,22:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Elliot Mertz
2025-05-10,19:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Zane Bode
2020-08-30,19:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Shanelle Beier
2021-02-26,20:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Elliot Mertz
2019-05-10,19:00:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Micaela Stark
2018-01-02,18:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Tate Denesik
2020-08-22,19:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Harmon Walter
2016-06-30,23:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Harmon Walter
2016-04-15,23:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Isabella Towne
2025-01-31,23:00:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Hipolito Littel
2020-07-22,18:30:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Rose Herzog
2020-08-08,19:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Braeden Mayert
2025-05-16,19:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Patrick Rutherford
2022-07-16,21:30:00,can Arena,"693 Lake Manorhaven, Baltimore, Illinois 31057",Greensboro,49984,Sven McKenzie
2025-06-08,18:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Vincenza Quigley
2016-01-15,22:30:00,tablet Arena,"10564 Ferrystad, Corpus Christi, Pennsylvania 63017",Bakersfield,39007,Alexandra Yundt
2017-05-26,22:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Shanelle Beier
2021-10-13,18:30:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Brittany Morissette
2015-12-13,20:00:00,cooperative Arena,"4403 Port Lightsborough, Stockton, Washington 15875",Bakersfield,83065,Patrick Rutherford
2024-02-27,19:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Micaela Stark
2022-11-07,23:00:00,above Arena,"201 North Fordburgh, Miami, Pennsylvania 43196",Washington,11734,Micaela Stark
2022-02-21,20:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Bernadette Stark
2024-12-05,21:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Braeden Mayert
2021-01-31,21:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Isabella Towne
2017-07-22,23:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Sven McKenzie
2018-08-08,20:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Amelia Cruickshank
2024-03-17,18:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Virginia Sauer
2015-09-04,20:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Freeda Corkery
2019-11-15,23:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Camden Schiller
2016-07-22,19:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Patrick Rutherford
2018-01-21,21:00:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Kurt Harvey
2017-05-06,23:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Virginia Sauer
2025-05-10,23:00:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Tressa Johns
2019-11-23,23:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Lexus Cole
2024-04-12,21:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Olga Goldner
2022-05-30,23:00:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Braeden Mayert
2016-12-21,22:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Zane Bode
2017-12-21,18:30:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Dessie Daugherty
2021-08-31,21:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Patrick Rutherford
2020-07-31,18:30:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Shanelle Beier
2023-02-10,21:00:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Bernadette Stark
2022-10-24,19:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Maureen Macejkovic
2021-11-01,18:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Sabryna Abbott
2019-10-22,19:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Braeden Mayert
2023-08-02,20:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Anita Rippin
2015-12-31,21:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Tate Denesik
2015-12-30,23:30:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Vincenza Quigley
2022-01-05,21:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Camden Schiller
2019-12-20,21:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Omer Berge
2025-07-31,22:00:00,case Arena,"12125 Rapidburgh, Louisville/Jefferson, West Virginia 84571",Raleigh,60698,Harmon Walter
2021-10-17,21:00:00,caused Arena,"3182 Radialburgh, Baton Rouge, Oregon 10731",Bakersfield,39007,Isabella Towne
2020-04-09,22:00:00,wisp Arena,"92537 Lake Millhaven, Chandler, Oklahoma 15729",Fort Worth,28990,Maximilian Rice
2016-09-14,19:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Lance Marquardt
2018-11-11,18:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Lance Marquardt
2020-08-08,23:30:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Camden Schiller
2018-03-12,22:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Anita Rippin
2016-06-19,20:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Elliot Mertz
2024-11-14,21:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Forest Bins
2017-06-14,22:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Vallie Hayes
2023-04-14,23:30:00,bevy Arena,"3383 Junctionsfurt, Washington, Maryland 88790",Reno,86041,Antone Ortiz
2023-01-07,22:30:00,room Arena,"529 South Roadsborough, Chesapeake, Illinois 26353",Baton Rouge,99153,Emelia Friesen
2016-05-28,22:30:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Braeden Mayert
2024-12-04,18:00:00,then Arena,"364 South Gatewayburgh, Greensboro, Indiana 87159",Greensboro,49984,Torrance Baumbach
2024-10-01,23:30:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Micaela Stark
2021-03-18,18:00:00,but Arena,"38287 Greensside, Portland, Minnesota 99975",Milwaukee,21954,Lance Marquardt
2025-07-18,21:00:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Sabryna Abbott
2018-06-26,20:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Virginia Sauer
2021-05-30,20:00:00,sedge Arena,"7862 Landingfort, Baltimore, Alabama 18908",Raleigh,60698,Melvina Welch
2020-05-31,22:00:00,tweak Arena,"2815 Circleport, Baltimore, Maine 41807",Louisville/Jefferson,67793,Omer Berge
2023-03-24,20:30:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Camden Schiller
2019-11-14,22:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Braeden Mayert
2022-02-04,21:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Lilyan Bins
2020-11-24,18:00:00,today Arena,"93957 South Crescentfurt, Laredo, New York 84611",Bakersfield,83065,Antone Ortiz
2018-01-08,23:00:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Lexus Cole
2018-05-14,21:30:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Forest Bins
2019-07-03,20:30:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Tressa Johns
2019-01-03,23:00:00,Spanish Arena,"54899 Port Capeberg, Jersey, Vermont 73778",Greensboro,49984,Omer Berge
2018-04-17,18:00:00,rarely Arena,"24955 West Forgeshaven, St. Paul, Maine 88813",Bakersfield,83065,Gwen Turcotte
2023-03-20,22:30:00,several Arena,"59167 Drivefurt, Aurora, New Mexico 37894",Greensboro,56812,Freeda Corkery
2017-12-22,23:30:00,begin Arena,"9522 Alleyton, San Antonio, Oregon 36987",Reno,86041,Hollie Feil
2020-01-17,22:30:00,when Arena,"7188 Turnpikemouth, Madison, Montana 18731",Reno,86041,Harmon Walter
2021-07-24,20:30:00,however Arena,"515 Havenfurt, Lubbock, California 15540",Tampa,21758,Maureen Macejkovic
2019-08-08,21:00:00,both Arena,"454 Lake Loopville, Cleveland, Massachusetts 22956",Fresno,82763,Omer Berge
2018-06-04,21:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Lexus Cole
2022-08-25,20:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Alda Boehm
2020-09-20,20:00:00,brilliance Arena,"875 East Circleschester, Phoenix, Georgia 38278",Raleigh,60698,Keira Wisozk
2017-06-29,22:00:00,listen Arena,"67910 Lake Neckfort, Oklahoma, New York 26328",Riverside,25423,Antone Ortiz
2024-06-22,22:00:00,host Arena,"8740 East Parkwaystown, St. Paul, Wisconsin 96969",Tampa,21758,Alexandra Yundt
2016-10-05,21:00:00,peep Arena,"490 West Wayshaven, Louisville/Jefferson, Missouri 86731",Cleveland,30344,Virginia Sauer
2021-06-02,23:30:00,pair Arena,"512 Port Drivesview, Atlanta, Montana 46270",Greensboro,49984,Kurt Harvey
2025-03-03,20:00:00,that Arena,"434 Hillsville, Garland, Florida 97471",Tampa,21758,Maximilian Rice
2019-11-15,23:30:00,dynasty Arena,"8493 South Wellshire, Chesapeake, Rhode Island 24755",Bakersfield,83065,Kurt Harvey
2017-08-07,21:00:00,instance Arena,"32676 Lake Havenmouth, Atlanta, South Carolina 77075",Fresno,82763,Antone Ortiz
